U169915536000133018911978     4650          JUAREZ DE OLIVEIRA ME                             
E2699155360001333516          CURVA P/ REGISTRO 1.1/2 FAL                       UNI???+000000000
E2699155360001333517          CURVA P/ REGISTRO 1.1/4 FERRO FERREIRA LOPES      UNI???+000000000
E2699155360001333978          CAP SOLD 20MM KRONA                               UNI???+000003100
E2699155360001333518          CURVA P/ REGISTRO 4" FERRO FERREIRA LOPES         UNI???+000000000
E2699155360001333519          CURVA P/ REGISTRO 5" FERRO FERREIRA LOPES         UNI???+000000000
E2699155360001333520          CURVA P/ REGISTRO 6" FERRO FERREIRA LOPES         UNI???+000000000
E2699155360001333521          CURVA P/ MANGOTE 1.1/4" FERRO FERREIRA LOPES      UNI???+000000000
E2699155360001333522          CURVA P/ MANGOTE 2.1/2" FERRO FERREIRA LOPES      UNI???+000000000
E2699155360001333523          CURVA P/ MANGOTE 4" FERRO FERREIRA LOPES          UNI???+000000000
E2699155360001333524          CURVA P/ MANGOTE 5" FERRO FERREIRA LOPES          UNI???+000000000
E2699155360001333525          CURVA P/ MANGOTE 6" FERRO FERREIRA LOPES          UNI???+000000000
E2699155360001333992          CAP SOLD IRR DN 50 AMANCO                         UNI???+000009100
E2699155360001333526          ASPIRADOR JACTO AJ4935                            UNI???+000000100
E2699155360001333527          MOTOR BOMBA 4T YH20C  YAMAHO                      UNI???+000000000
E2699155360001333528          BOMBA SUBMERSA ATLANTIS AQUAFORTE 1500 220V       UNI???+000000000
E2699155360001333529          BOMBA SUBMERSA ATLANTIS AQUAFORTE 2000 220V       UNI???+000000000
E2699155360001333530          AMORTECEDOR STIHL 1121-790-9912                   UNI???+000001400
E2699155360001333531          JUNTA DE VEDAÇÃO STIHL 1117-649-1100              UNI???+000002600
E2699155360001333532          PINO FIXADOR DE AÇO GALVANIZADO                   UNI???+000000100
E2699155360001333533          CHAVE T20 STIHL 5910-890-2301                     UNI???+000000200
E2699155360001333534          PEÇA DOSADORA                                     UNI???+000000400
E2699155360001333535          MANUAL DE MANUTENÇÃO 034/036/QSP STIHL            UNI???+000000100
E2699155360001333536          SUPORTE PARA LIMA STIHL 1/4".3/8"P 4MM 56057504327UNI???+000000900
E2699155360001333537          JUNTA DE VEDAÇÃO DE PAPEL 11251290901             UNI???+000002800
E2699155360001333539          BOMBA MANCAL C8E9 7.5CV KING                      UNI???+000000000
E2699155360001333540          BOMBA MANCAL C8E10  10CV KING                     UNI???+000000000
E2699155360001333541          INTERMEDIARIA REP. CARCAÇA Z KMU (5 A 7.5CV)      UNI???+000000000
E2699155360001333542          MOLA STIHL 1123-122-3001                          UNI???+000000000
E2699155360001333543          JUNTA DE CILINDRO STIHL 4119-029-2300             UNI???+000000900
E2699155360001333544          PROTETOR AURICULAR                                UNI???+000000100
E2699155360001333553          PRATO GIRATÓRIO STIHL                             UNI???+000000700
E2699155360001333554          PARAFUSO COM COLAR STIHL 1127-664-2405            UNI???-000000100
E2699155360001333555          PARAFUSO COM COLAR STIHL  1127-664-2400           UNI???+000000700
E2699155360001333556          INTERRUPTOR COMBINADO STIHL 1118-182-0900         UNI???+000000800
E2699155360001333557          COTOVELO DE POLIACETAL 1122-353-2600              UNI???+000001200
E2699155360001333558          ANEL DE VEDAÇÃO STIHL 1119-122-3600               UNI???+000002000
E2699155360001333559          RETENTOR DIN3760 17X30X4.4                        UNI???+000000900
E2699155360001333560          PORCA DE FENDA STIHL                              UNI???+000001200
E2699155360001333561          PISTÃO 038MM                                      UNI???+000000200
E2699155360001333562          FILTRO DE AR STIHL 4134-141-0300                  UNI???+000000800
E2699155360001333563          CABEÇOTE DE ASPIRAÇÃO STIHL 1106-640-3801         UNI???+000001200
E2699155360001333564          ARRUELA 12X30X2.4                                 UNI???+000001700
E2699155360001333565          RETENTOR STIHL 12X16X3                            UNI???-000000400
E2699155360001333566          BUJÃO STIHL 0000-988-6220                         UNI???+000001200
E2699155360001333567          PINO STIHL 1117-647-9800                          UNI???+000000900
E2699155360001333568          PARAFUSO STIHL IS-M4 X 25                         UNI???+000001200
E2699155360001333569          ANEL VEDAÇÃO REDONDO STIHL DIN3771-S5X1.25        UNI???+000002000
E2699155360001333570          MOLA DE DISCO 10 STIHL 9486-648-0100              UNI???+000001000
E2699155360001333571          SILENCIADOR STIHL 1119-140-0602                   UNI???-000000300
E2699155360001333572          BONÉ LARANJA C/ PROTEÇÃO                          UNI???-000000100
E2699155360001333573          PORTA LATA EM NEOPRENE                            UNI???+000000400
E2699155360001333977          FITA VEDA ROSCA 18MM X 50M KRONA                  UNI???+000002400
E2699155360001333574          MOTOR VOGES BLINDADO IP55 6CV 112MA4 4P 220/380V  UNI???+000000000
E2699155360001333575          VALVULA DE RETENÇÃO STIHL 4775-510-0200           UNI???+000000700
E2699155360001333576          JOGO DE JUNTA DE PISTÕES                          UNI???-000000100
E2699155360001333577          KIT DE VÁLVULAS                                   UNI???+000000400
E2699155360001333578          JOGO DE JUNTAS PISTÃO                             UNI???+000000300
E2699155360001333579          KIT DE VALVULAS                                   UNI???+000000300
E2699155360001333580          VALVULA DE RETENÇÃO STIHL 4765-510-0201           UNI???+000000100
E2699155360001333581          PARAFUSO DE FECHAMENTO                            UNI???+000000600
E2699155360001333582          PARAFUSO DE FECHAMENTO                            UNI???+000000600
E2699155360001333583          ANEL DE VEDAÇÃO REDONDO STIHL 16X2                UNI???+000000600
E2699155360001333584          CHAVE T27 X150MM STIHL 5910-890-2400              UNI???+000000300
E2699155360001333585          MOTOR VOGES BLINDADO IP55 7.5CV 132MA6 6P 220/380 UNI???+000000000
E2699155360001333586          MOTOR VOGES BLINDADO IP55 75CV 280S/M8 8P 220/380 UNI???+000000000
E2699155360001333587          MOTOR BOMBA FAMAC FHN4 M 1CV                      UNI???+000000200
E2699155360001333588          MOTOR BOMBA FHN2 M 1/2CV                          UNI???+000000000
E2699155360001333589          TAMPA ACABAMENTO FH PVC 13217                     UNI???+000000000
E2699155360001333590          ROTOR SA PVCR FHN2 90MM BENEFICIADO NOVO          UNI???+000000000
E2699155360001333591          ROTOR SA NYR ACABADO FHG 1/3CV 93MM               UNI???+000000000
E2699155360001333592          GRAXEIRO LUB 55 LUMAGI                            UNI???+000000700
E2699155360001333593          PARAFUSO DA FACA NOGUEIRA                         UNI???-000011500
E2699155360001333594          ARRUELA DE PRESSÃO B10 EN9/12 NOGUEIRA (JOGO)     UNI???-000000550
E2699155360001333595          PARAFUSO FRANCES M10X30MM (JOGO) NOGUEIRA         UNI???-000007630
E2699155360001333596          PORCA SEXTAVADA M10 CLASSE 8 (JOGO)               UNI???+000002900
E2699155360001333597          BOMBA SCHNEIDER BC-21R  7.5CV  T60                UNI???+000000000
E2699155360001333598          SELO MECANICO BACIA 5/8" IMPACOM TS-01            UNI???+000018500
E2699155360001333599          UNIAO MACHO/FEMEA 1.1/2                           UNI???+000000000
E2699155360001333600          PARAFUSO COMBINADO STIHL M5                       UNI???+000001900
E2699155360001333601          BOMBA KSB C1000 1 CV TRIF                         UNI???+000000000
E2699155360001333602          BOMBA KSB C1500 1.5CV TRIF                        UNI???+000000000
E2699155360001333603          BOMBA KSB C2000 2CV TRIF                          UNI???+000000000
E2699155360001333604          BOMBA KSB C3000 3CV TRIF                          UNI???+000000000
E2699155360001333605          KIT ANEL DE VEDAÇÃO REDONDO 11.7X2.0              UNI???+000000000
E2699155360001333606          LUVA  STIHL EPI 70268841173                       UNI???+000000000
E2699155360001333607          SISTEMA DE AJUSTE P/ CAPACETE                     UNI???+000000100
E2699155360001333608          PARAFUSO STIHL IS-M5 X 40                         UNI???+000000500
E2699155360001333609          ARRASTADOR STIHL 1127-162-3200                    UNI???+000000300
E2699155360001333610          ARRASTADOR CEMENTADO STIHL 1128-162-3202          UNI???+000000500
E2699155360001333611          ARRASTADOR DE AÇO STIHL 1122-160-2300             UNI???+000000300
E2699155360001333612          BOTA COR TERRA Nº 39                              UNI???+000000100
E2699155360001333613          EIXO DO ROTOR Nº DE ORDEM DE MONTAGEM 125677      UNI???+000000000
E2699155360001333614          JOELHO DUPLO 90º 1/2"                             UNI???+000000000
E2699155360001333615          JOELHO INTERNO 90º 1"                             UNI???+000000000
E2699155360001333616          FORRAGEIRA DPM-2 C/ VOLANTE POLIA B CONJ.         UNI???+000000100
E2699155360001333976          FITA VEDA ROSCA 18MM X 25M KRONA                  UNI???+000004800
E2699155360001333617          FORRAGEIRA DPM-1 S/ BASE                          UNI???+000000000
E2699155360001333618          BOTÃO GIRATÓRIO DE PLÁSTICO STIHL                 UNI???+000000900
E2699155360001333619          CAMISETA BRANCA MANGA CURTA FEM.                  UNI???+000000000
E2699155360001333620          CAMISA PÓLO BRANCA FEM                            UNI???+000000000
E2699155360001333621          BC-21R 2 5 T 60 4V BOMBA CENTRIFUGA TRIFASICA     UNI???+000000000
E2699155360001333622          BOMBA SCHNEIDER BC-21R 1 1/2 5CV T 60 4V          UNI???+000000000
E2699155360001333623          PULVERIZADOR COSTAL MOT. FT - 828                 UNI???+000000100
E2699155360001333624          BOMBA C7R5 MOTOR 1.5CV 220/380 149J (1520-1515)   UNI???+000000000
E2699155360001333625          BOMBA C7R6 MOTOR 2CV 220/380 149J (1521-1516)     UNI???+000000000
E2699155360001333626          BOMBA C7R7 MOTOR 3CV 220/380 149J (1524-1517)     UNI???+000000100
E2699155360001333627          BOMBA C7R4 MOTOR 1CV 220/380 149J (1519-1518)     UNI???+000000000
E2699155360001333628          BOMBA C7E7 MOTOR 3CV 220/380 149J ( 1533 - 1518)  UNI???+000000000
E2699155360001333629          BOMBA C7E4 MOTOR 1CV 220/380 149J (1533 - 1518)   UNI???+000000100
E2699155360001333630          BOMBA C7E5 MOTOR 1.5CV 220/380 149J (1527-1515)   UNI???+000000000
E2699155360001333631          BOMBA C7E6 MOTOR 2CV 220/380 149J (1534 - 1516)   UNI???+000000000
E2699155360001333632          NIPLE ROSC 1/2" AMANCO                            UNI???-000000700
E2699155360001333633          BOMBA C7R4 MOTOR 1CV 110/220 149J (1519 - 3510)   UNI???-000000100
E2699155360001333634          BOMBA C7R5 MOTOR 1.5CV 110/220 149J (1520 - 3511) UNI???+000000100
E2699155360001333635          BOMBA C7R6 MOTOR 2CV 110/220 149J (1521 - 3512)   UNI???+000000100
E2699155360001333636          BOMBA C7R7 MOTOR 3CV 110/220 149J (1524-3513)     UNI???+000000200
E2699155360001333637          BOMBA C7E4  MOTOR 1CV 110/220 149J                UNI???+000000100
E2699155360001333638          BOMBA C7E5 MOTOR 1.5CV 110/220 149J (1527 - 3511) UNI???+000000000
E2699155360001333639          BOMBA C7E6 MOTOR 2CV 110/220 149J (1534 - 3512)   UNI???+000000300
E2699155360001333640          BOMBA C7E7 MOTOR 3CV 110/220 149J (1535 - 3513)   UNI???+000000100
E2699155360001333641          QUADRO TRON 1.5CV 220VCA MONO. BOMBA SUB          UNI???+000000100
E2699155360001333642          CHAVE MAGNETICA TRON 2/3CV 220VCA MONO. BOMBA SUB.UNI???+000000000
E2699155360001333643          ROLAMENTO GBR 6201                                UNI???+000001900
E2699155360001333644          BOMBA SCHNEIDER BCR-2010 1CV 220V MONO            UNI???+000000100
E2699155360001333645          ROTOR SCHNEIDER BC-21 1 1/2CV 135MM               UNI???+000000000
E2699155360001333646          VENTOINHA WEG 80 2P                               UNI???+000001500
E2699155360001333647          VENTOINHA WEG 90 2P                               UNI???-000000300
E2699155360001333648          MOTOR BOMBA OP4 1.50HP TRIF.  60HZ                UNI???-000000100
E2699155360001333649          LAVADORA RE108 220V 60H ALTA-PRESSÃO 47650124530  UNI???+000000300
E2699155360001333650          ROLAMENTO NTN 6007 LLU                            UNI???+000000100
E2699155360001333651          ROLAMENTO NTN 7203                                UNI???+000002000
E2699155360001333652          BOMBA SUB EBARA 4BPSLI-12 1/2CV MONO              UNI???+000000000
E2699155360001333653          BOMBA SUB EBARA 4BPS3F-05 0.5HP 220V              UNI???+000000000
E2699155360001333654          MOLA STIHL 1123-122-3000                          UNI???+000001000
E2699155360001333655          MOLA COM HASTE STIHL 1123-122-3203                UNI???+000001400
E2699155360001333656          MOLA COM HASTE STIHL 1113-122-3205                UNI???+000001000
E2699155360001333657          MOLA COM HASTE STIHL 1123-122-3201                UNI???+000001200
E2699155360001333658          MOLA COM HASTE STIHL 1127-122-3205                UNI???+000001600
E2699155360001333659          MOLA COM HASTE STIHL 1133-122-3200                UNI???+000001000
E2699155360001333660          MOLA COM HASTE STIHL 1119-122-3201                UNI???+000001600
E2699155360001333661          MOLA COM HASTE STIHL 1125-122-3202                UNI???+000001200
E2699155360001333975          FITA VEDA ROSCA 18MM X 10M KRONA                  UNI???+000003900
E2699155360001333662          MOLA COM HASTE STIHL 1125-122-3203                UNI???+000001200
E2699155360001333663          PORCA SEXTAVADA M5-8                              UNI???+000003600
E2699155360001333664          PORCA SEXTAVADA STIHL M5-10                       UNI???+000003400
E2699155360001333665          MANGUEIRA DE IMPULSO STIHL 1123-141-8600          UNI???+000002400
E2699155360001333666          MOLA DE TRAÇÃO                                    UNI???+000003000
E2699155360001333667          JOGO DE ROLETE ANULAR 3/8" 8D                     UNI???+000000300
E2699155360001333668          MOLA DE TRAÇÃO STIHL 1123-162-7900                UNI???+000000600
E2699155360001333669          MOLA DE TRAÇÃO STIHL 1123-162-7902                UNI???+000000600
E2699155360001333670          MOLA DE TRAÇÃO STIHL 1135-160-5500                UNI???+000000500
E2699155360001333671          MOLA DE TRAÇÃO STIHL 1121-160-5500                UNI???+000000600
E2699155360001333672          MOLA DE TRAÇÃO COM TAMPA STIHL 1127-160-5550      UNI???+000000300
E2699155360001333673          PINO STIHL 1119-162-5205                          UNI???+000000800
E2699155360001333674          MOLA DE RECUO                                     UNI???+000000100
E2699155360001333675          PARAFUSO IS-M4X10                                 UNI???+000001500
E2699155360001333676          ALAVANCA STIHL 1128-160-5000                      UNI???+000000400
E2699155360001333677          ELEMENTO DE LIGAÇÃO STIHL 1123-162-5800           UNI???+000001100
E2699155360001333678          MOLA PLANA STIHL 1123-162-7800                    UNI???+000001100
E2699155360001333679          ALAVANCA STIHL 1121-160-5000                      UNI???+000000400
E2699155360001333680          ALAVANCA STIHL 1121-162-5010                      UNI???+000000400
E2699155360001333681          ANEL DE SEGURANÇA 6X0.7 STIHL                     UNI???+000001500
E2699155360001333682          ARRUELA DE SEGURANÇA 5X10.85X0.7                  UNI???+000002000
E2699155360001333683          ARRUELA STIHL 7.15 X 14 X 2                       UNI???+000001500
E2699155360001333684          ALAVANCA STIHL 1118-160-5002                      UNI???+000000400
E2699155360001333685          MOLA COM HASTE STIHL 0000-998-1801                UNI???+000001200
E2699155360001333686          ALAVANCA STIHL 1117-162-5020                      UNI???+000000900
E2699155360001333687          ARRUELA DE VEDAÇÃO STIHL 13.5X30X3                UNI???+000000500
E2699155360001333688          MANGUEIRA  STIHL 3.1X 5.7MM X 1M R3               M?????-000000200
E2699155360001333689          MANGUEIRA STIHL 3.1 X 5.7 MM X 10 M R3            M?????+000000000
E2699155360001333690          MOLA DE TRAÇÃO                                    UNI???+000001000
